epoch_index,decision,reaction_time,reward
0,stay,0.6780626999970991,189
1,stay,0.4271924999920884,174
2,stay,0.5318761999951676,147
3,stay,0.6901420999929542,125
4,leave,0.4197886000038124,0
5,stay,0.5031765000021551,191
6,stay,0.5531961000087904,171
7,stay,0.4913369000132661,144
8,leave,0.8388817000086419,0
9,stay,0.4915624999994179,181
10,stay,0.5399040000047535,179
11,stay,0.6406982999906177,142
12,leave,0.8042665999964811,0
13,stay,0.5652086999907624,185
14,stay,0.5181990999990376,167
15,stay,0.5080648000002839,160
16,stay,0.4580999000027077,134
17,leave,0.4931874000030802,0
18,stay,0.4709340999979758,185
19,stay,0.5382150999939768,167
20,stay,0.7259952000022167,146
21,stay,0.4721317999938037,133
22,stay,0.5291824000014458,112
23,leave,0.6666430000041146,0
24,stay,0.4937738000007812,188
25,stay,0.5314090000028955,180
26,stay,0.4791848000022582,141
27,stay,0.5338897000037832,137
28,stay,0.5334601999929873,107
29,leave,0.8408345999923768,0
30,stay,0.5344165999995312,199
31,stay,0.4976765000028536,177
32,stay,0.5591473999957088,151
33,stay,0.4832834000117145,125
34,stay,0.4383667999936733,118
35,stay,0.4412464000051841,85
36,leave,0.4879510000027949,0
37,stay,0.4788197000016225,188
38,stay,0.491940899999463,166
39,stay,0.5075286000064807,142
40,stay,0.5236302999983309,121
41,stay,0.4793788000097265,113
42,leave,0.460901800004649,0
43,stay,0.6017938000004506,183
44,stay,0.4774426999938441,174
45,stay,0.6738581999961752,155
46,stay,0.4737063999928068,134
47,stay,0.6044200000033015,113
48,leave,0.6445925000007264,0
49,stay,0.650699199992232,181
50,stay,0.4767711000022245,165
51,stay,0.4054327000048943,150
52,stay,0.4736733000027016,123
53,stay,0.570138399998541,113
54,leave,0.4604054999945219,0
55,stay,0.6254735999973491,183
56,stay,0.4867954999936046,177
57,stay,0.6227775000006659,160
58,stay,0.4171476000046823,130
59,stay,0.4824762000062037,104
60,leave,0.5018103000038536,0
61,stay,0.4386505000002216,185
62,stay,0.4493444000108866,169
63,stay,0.3874248999927658,142
64,stay,0.9289619999908608,135
65,stay,0.4994481000030646,101
66,leave,0.5290287999960128,0
67,stay,0.6213731000025291,190
68,stay,0.668222499996773,174
69,stay,0.5218890000105603,155
70,stay,0.4877698000054806,125
71,stay,0.4486126000119839,106
72,leave,0.5086199999932433,0
73,stay,0.5282491000107257,187
74,stay,0.5103760000056354,165
75,stay,0.453299100001459,155
76,stay,0.5338608000020031,137
77,stay,0.4727210999990348,114
78,leave,0.5326398000033805,0
79,stay,0.4881078000034904,195
80,stay,0.5208144999924116,177
81,stay,0.5064196999883279,148
82,stay,0.4534336000069743,137
83,stay,0.4541074000007938,108
84,leave,0.5667613000114216,0
85,stay,0.4836467999994056,189
