epoch_index,decision,reaction_time,reward
0,stay,0.9094807000000174,194
1,stay,0.6242214000000104,177
2,stay,0.9921946000000048,149
3,stay,0.6762888000000089,138
4,stay,0.6421108999999774,104
5,stay,0.6801363999999808,91
6,stay,1.1340192000000116,77
7,leave,1.0457265999999663,0
8,stay,0.7449499999999603,199
9,stay,0.6418889000000263,166
10,stay,0.8692553999999859,147
11,stay,0.7552413000000229,132
12,stay,0.7740134000000012,105
13,stay,0.7304578999999762,92
14,stay,0.8037655999999629,67
15,stay,0.7068810000000099,52
16,stay,0.6073288999999704,38
17,leave,1.0721995999999765,0
18,stay,0.641402400000004,185
19,stay,0.4682540000000017,173
20,stay,0.6443696999999702,147
21,stay,0.6512302000000432,125
22,stay,0.960649100000012,107
23,stay,0.8129781000000094,90
24,stay,0.6276249000000007,74
25,stay,0.6334565999999882,59
26,stay,0.4433817000000317,31
27,leave,0.5109256000000642,0
28,stay,0.4964684000000261,187
29,stay,0.6446871999999075,176
30,stay,0.5518959000000905,155
31,stay,0.6803400999999667,130
32,stay,0.6301376000000118,117
33,stay,0.6842810000000554,83
34,stay,0.5256074999999782,76
35,stay,0.7415054000000509,42
36,leave,0.7026118999999653,0
37,stay,0.6166911999999911,183
38,stay,0.763177799999994,167
39,stay,0.4921600000000126,156
40,stay,0.6057056999999304,135
41,stay,0.4912087999999812,116
42,stay,0.6360647999999856,93
43,stay,0.9074595999999246,76
44,stay,0.9149462999999968,59
45,stay,0.9297163999999613,27
46,leave,0.5531980000000658,0
47,stay,0.6205112999999756,188
48,stay,0.5782405999999582,174
49,stay,0.3943135000000666,156
50,stay,0.6567636999999422,133
51,stay,0.8382972999999083,114
52,stay,1.1476883999999927,95
53,stay,0.7811030999999957,70
54,stay,0.8907144999999446,54
55,stay,0.9715295999999398,21
56,leave,1.0328511000000162,0
57,stay,0.7326970000000301,182
58,stay,0.8243409000000383,175
59,stay,0.5040202000000136,145
60,stay,0.7198301000000811,127
61,stay,0.7822385999999142,117
62,stay,1.0337173000000348,92
63,stay,0.8272448000000168,68
64,stay,0.6641568000000007,49
65,stay,0.7079557999999224,30
