epoch_index,decision,reaction_time,reward
0,stay,0.8143295999907423,96
1,stay,0.6672498999978416,81
2,stay,0.4597033000027295,76
3,stay,0.5930786000099033,66
4,stay,0.6007245000218973,60
5,stay,0.546010899997782,41
6,leave,0.5858192000014242,0
7,stay,0.4507828000059817,99
8,stay,0.564408900012495,81
9,stay,0.6813325000111945,73
10,stay,0.4291711999976542,70
11,stay,0.4733225000090897,56
12,leave,0.4326799999980721,0
13,stay,0.4892850000178441,96
14,stay,0.538842999987537,82
15,stay,0.5585407000035048,73
16,stay,0.2739118000026792,69
17,stay,0.2550093000172637,57
18,leave,0.6381921999854967,0
19,stay,0.4234631000144873,94
20,stay,0.4017986000108067,81
21,stay,0.3047775999875739,73
22,stay,0.3472339000145439,62
23,leave,0.3816424999968149,0
24,stay,0.3414563999976963,96
25,stay,0.2263137999980244,81
26,stay,0.288003599998774,72
27,stay,0.3026754000165965,62
28,leave,0.4664939000213053,0
29,stay,0.296565600001486,92
30,stay,0.4679933000006713,83
31,stay,0.4671816000191029,77
32,stay,0.4581362000026274,67
33,leave,0.6910107000148855,0
34,stay,0.6317131999821868,97
35,stay,0.3800982999964617,85
36,stay,0.3738650000013876,77
37,stay,0.5013625999854412,61
38,stay,0.5283043999806978,56
39,leave,0.5130088999867439,0
40,stay,1.226243400014937,92
41,stay,0.6831070999905933,84
42,stay,0.5321444000001065,71
43,leave,0.5666117999935523,0
44,stay,0.450711899989983,96
45,stay,0.4282478999812156,84
46,stay,0.7122472999908496,80
47,stay,0.52742009999929,68
48,leave,0.5192518999974709,0
49,stay,0.3726839000009931,100
50,stay,0.2453591999947093,82
51,stay,0.3601786000072025,74
52,stay,0.3675740000035148,62
53,leave,0.387011499988148,0
54,stay,0.6116717999975663,91
55,stay,0.9437477999890688,89
56,stay,0.5019238000095356,72
57,stay,0.3374315999972168,64
58,leave,0.4416061000083573,0
59,stay,0.4670958000060636,100
60,stay,0.4036691000219434,87
61,stay,0.3432583000103477,75
62,stay,0.3435551000002306,61
63,leave,0.4766034999920521,0
64,stay,0.4878227000008337,95
65,stay,0.4028329000284429,81
66,stay,0.3272354000073392,75
67,stay,0.6335990999941714,62
68,leave,0.5093749000225216,0
69,stay,0.5165473000088241,93
70,stay,0.4560466000111773,87
71,stay,0.3364820000133477,78
72,stay,0.3589714000117965,66
73,leave,0.365148400014732,0
74,stay,0.6649615000060294,94
75,stay,0.3646175999892875,85
76,stay,0.2906196999829262,76
77,stay,0.3016228000051342,66
78,stay,0.2804121999943163,55
79,leave,0.2478867000027094,0
80,stay,0.3725059000134934,98
81,stay,0.2375976000039372,89
82,stay,0.2765248999930918,74
83,stay,0.350360999989789,70
84,leave,0.4196309999970253,0
85,stay,0.3432732000073883,94
86,stay,0.3259006000007503,90
87,stay,0.3014441000123042,74
88,stay,0.4137838000024203,61
89,leave,0.4006001999950968,0
