epoch_index,decision,reaction_time,reward
0,stay,0.4772203000029549,91
1,stay,0.7326767999911681,90
2,stay,0.4417611999670043,73
3,stay,0.6074819000205025,67
4,stay,0.4997805000748485,55
5,leave,0.5222494000336155,0
6,stay,0.4882360000628978,96
7,stay,0.4242262000916525,88
8,stay,0.6566110999556258,79
9,stay,0.7786487999837846,61
10,stay,0.6353054000064731,54
11,leave,0.5642874999903142,0
12,stay,0.4776293999748304,99
13,stay,0.5795201999135315,85
14,stay,0.4404430000577122,74
15,stay,0.5048219999298453,64
16,leave,0.6133505000034347,0
17,stay,0.5259904999984428,94
18,stay,0.6637737000128254,90
19,stay,0.3860168000683188,79
20,stay,0.4971021999372169,68
21,leave,0.5822911999421194,0
22,stay,0.763651299988851,98
23,stay,0.4129568999633193,85
24,stay,0.7271310000214726,79
25,leave,0.434072200092487,0
26,stay,0.471003400045447,100
27,stay,0.4508439999772236,89
28,stay,0.514135800069198,78
29,stay,0.4610572999808937,67
30,stay,0.6107162999687716,57
31,leave,0.4438515999354422,0
32,stay,0.4042719999561086,91
33,stay,0.5720627999398857,83
34,stay,0.5791830000234768,76
35,stay,0.5126687999581918,63
36,leave,0.889438199927099,0
37,stay,0.7164499000646174,96
38,stay,0.606788800098002,89
39,stay,0.486757899983786,71
40,stay,0.472145100007765,61
41,leave,0.9005482000065967,0
42,stay,0.4685995000181719,100
43,stay,0.4996888999594375,88
44,stay,0.470797499991022,71
45,stay,0.5032972999615595,67
46,leave,0.4543103000614792,0
47,stay,0.4458370999200269,91
48,stay,0.4540457999100908,81
49,stay,0.6871044000145048,73
50,stay,0.6748486999422312,61
51,leave,0.5083192000165582,0
52,stay,0.3925486999796703,91
53,stay,0.5925649999408051,86
54,stay,0.510677200043574,76
55,stay,0.5952701000496745,61
56,leave,0.5669241000432521,0
57,stay,0.5505651999264956,91
58,stay,0.5381317000137642,88
59,stay,0.5360382000217214,80
60,stay,0.546885299962014,66
61,leave,1.4935418999521062,0
62,stay,0.4717431999742985,99
63,stay,0.4140101999510079,84
64,stay,0.6001367999706417,76
65,stay,0.5501559999538586,67
66,stay,0.5499584999633953,56
67,leave,0.3903222000226378,0
68,stay,0.4238586999708786,99
69,stay,0.6443441000301391,84
70,stay,0.4326226999983191,78
71,stay,0.5451630000025034,70
72,leave,0.5226382999680936,0
73,stay,0.4127818000270054,94
74,stay,0.8125495000276715,85
75,stay,0.3868024999974295,75
76,stay,0.5585377999814227,66
77,leave,0.3885335000231862,0
78,stay,0.4532347000204026,94
79,stay,0.5674300999380648,81
80,stay,0.4781135999364778,80
81,stay,0.5016937999753281,65
82,leave,0.633775099995546,0
83,stay,0.544931499985978,93
84,stay,0.4724152999697253,81
85,stay,0.4500860999105498,77
86,leave,0.4698164000874385,0
87,stay,0.4074529999634251,94
88,stay,0.4719441999914124,88
89,stay,1.3634809999493882,75
