epoch_index,decision,reaction_time,reward
0,stay,2.261946300001,92
1,stay,1.0230321000126423,90
2,stay,1.4343262999900617,74
3,leave,0.6537851000030059,0
4,stay,0.8432998000062071,98
5,stay,0.6481417000031797,84
6,leave,0.62524019999546,0
7,stay,0.6120884999982081,98
8,stay,0.6279364999936661,84
9,stay,0.4990418999950634,71
10,leave,0.9040517999965232,0
11,stay,0.8294304000010015,95
12,stay,0.551670800006832,86
13,leave,1.2265431999985594,0
14,stay,0.5035697999992408,92
15,stay,1.1287544000078924,89
16,leave,0.900758699994185,0
17,stay,1.15746489999583,92
18,stay,0.5226957999984734,83
19,leave,1.14409020000312,0
20,stay,0.8825883999961661,95
21,stay,0.6802673999918625,90
22,stay,0.5141504000057466,76
23,leave,0.4836857000045711,0
24,stay,1.1852462999959243,96
25,stay,0.9366248000005726,90
26,stay,0.4114522000018041,74
27,leave,0.7513935999886598,0
28,stay,0.7353941999899689,94
29,stay,1.0446836999908555,84
30,stay,0.7686997000128031,77
31,leave,0.7509026000043377,0
32,stay,0.677274400004535,94
33,stay,0.6992055000009714,85
34,stay,0.9979012999974656,72
35,leave,0.842211999988649,0
36,stay,0.5398920999869006,100
37,stay,0.6557190000021365,89
38,stay,0.6180326000030618,75
39,leave,0.7770860000018729,0
40,stay,0.565659499989124,99
41,stay,0.6046933000034187,86
42,stay,0.6774264999985462,76
43,leave,0.7749254999944242,0
44,stay,0.6454331000131788,100
45,stay,0.8020935000095051,83
46,leave,0.7039507000008598,0
47,stay,0.5914367000077618,98
48,stay,0.6169962999993004,90
49,stay,0.5287673999991966,73
50,leave,0.7056295999936992,0
51,stay,0.5871493999875383,91
52,leave,0.5131572000100277,0
53,stay,0.4860490999999456,100
54,stay,0.4836227999912807,81
55,leave,0.6168070999992779,0
56,stay,0.451501499992446,98
57,stay,0.7229056000069249,88
58,leave,0.5997182999999495,0
59,stay,0.6989564999967115,93
60,stay,0.6493523000099231,87
61,stay,0.5422870000038529,73
62,leave,0.5214418999967165,0
