epoch_index,decision,reaction_time,reward
0,stay,0.8899959999980638,185
1,stay,0.6866831000079401,162
2,stay,0.6850107000063872,155
3,stay,0.4091293999954359,121
4,stay,0.6016925000003539,114
5,stay,0.417679499994847,96
6,leave,0.5020624999888241,0
7,stay,0.4619459999958053,188
8,stay,0.3779782000056002,170
9,stay,0.5595507999969414,148
10,stay,0.5758244000026025,139
11,stay,0.6645508999936283,117
12,stay,0.4898678999888943,86
13,leave,0.4216376999975182,0
14,stay,0.5397282000049017,196
15,stay,0.4301093999965815,172
16,stay,0.3865826999972341,148
17,stay,0.8379169999971054,139
18,leave,0.6226706000015838,0
19,stay,0.4199379999918164,184
20,stay,0.3931118000036804,165
21,stay,0.5213633000093978,159
22,leave,0.4770796999946469,0
23,stay,0.4164715999941109,188
24,stay,0.4948729000025196,164
25,stay,0.363489399998798,151
26,leave,1.0040013999969233,0
27,stay,0.7146914999902947,186
28,stay,0.6908733000018401,171
29,stay,0.8848567999957595,159
30,stay,0.4247295999957714,123
31,leave,0.5510462000092957,0
32,stay,0.4676761000009719,186
33,stay,0.7458885999949416,177
34,stay,0.3680380999867338,158
35,leave,0.5196888000064064,0
36,stay,0.5859736999991583,194
37,stay,0.4619740999914938,180
38,stay,0.5433929999999236,141
39,stay,0.6984799000056228,134
40,stay,0.6649411000107648,111
41,stay,0.7351907999982359,97
42,leave,0.879438099989784,0
43,stay,0.5302380000066478,187
44,stay,0.565607500000624,163
45,stay,0.8308399000088684,148
46,stay,0.4193630000081612,137
47,stay,0.6401581999962218,113
48,stay,0.8810540999984369,92
49,leave,1.041651899999124,0
50,stay,0.6110411000117892,198
51,stay,0.4397766000038245,162
52,stay,0.6990162000001874,143
53,stay,0.6383244000026025,129
54,stay,0.5908130000025267,101
55,stay,0.5190774999937275,83
56,stay,0.4912886999954935,63
57,stay,0.5543388000078266,43
58,leave,0.5576249000005191,0
59,stay,0.3748120999953244,192
60,stay,0.5319089999975404,176
61,stay,0.4209589999954914,157
62,stay,0.5879585999937262,136
63,stay,0.5267733000073349,107
64,stay,0.4492921000055503,87
65,leave,0.4787004000099841,0
66,stay,0.441919599994435,190
67,stay,0.5872074000071734,165
68,stay,0.57629499999166,153
69,stay,0.4888857000041753,123
70,stay,0.594293000001926,103
71,stay,0.4383762999932514,96
72,stay,0.4285826000123052,68
73,leave,0.3272235000040382,0
74,stay,0.6288274999969872,182
75,stay,0.3977843000029679,167
76,stay,0.3814107999933185,142
77,stay,0.3518830000102753,124
78,stay,0.602304500003811,114
79,stay,1.0797329000051832,99
80,stay,0.6453129000001354,63
81,leave,0.6480284000135725,0
82,stay,0.6260796999995364,200
